Sample,7764,11014,3333,3332,11840,3843,2548,11469,3360,8369,5852,7199,3201,6570,9473,4335,11957,666,6188,7248,2881,5805,2254,4227,8004,10842,8536,7848,5356,2668,1145,868,9228,6105,9862,6163,8450,7068,540,1781,3489,12307,4873,9606,1672,7747,4814,9706,5355,3512,11956,11830,11291,5978,8857,1034,6786,1142,342,1221,12199,3901,10569,2420,4173,8563,12257,7073,5853,2204,7890,2377,11827,4201,12247,4005,6733,11528,12256,5103,845,9063,4423,6240,310,1430,6189,12214,11829,2563,9842,7794,6051,8171,3454,8125,5862,2623,10385,3411
1,946.9,1319.1,1341.8,471.8,540.1,555.6,436.6,206.2,504.9,680.0,2783.3,2351.6,711.4,480.0,1202.4,1269.7,335.6,448.5,98.8,178.1,116.9,190.3,720.7,270.5,667.3,1532.3,22.1,441.8,98.1,480.4,400.3,1014.7,360.4,125.8,1430.6,1574.4,287.8,1358.4,151.2,386.8,983.4,5393.2,53.9,927.4,394.2,651.6,986.7,1163.1,29.4,1171.0,132.5,2624.1,1526.9,139.9,104.8,211.0,139.8,251.5,269.7,428.7,1391.9,1078.5,1925.5,127.4,2991.2,398.5,1004.6,1249.8,1314.1,424.7,688.4,661.6,153.9,64.0,670.3,2524.0,218.6,780.1,997.4,213.1,386.6,914.0,905.2,228.4,4884.6,5010.6,101.1,3343.4,94.1,656.7,2577.1,782.4,412.7,445.7,383.2,353.6,835.0,164.3,58.3,177.1
2,316.8,814.4,1132.9,202.3,356.2,1013.7,776.1,106.1,235.2,136.9,687.0,796.4,773.5,675.3,975.5,2262.0,265.6,269.6,114.8,229.4,1.6,251.1,458.1,48.9,779.1,954.8,-11.5,272.5,57.4,421.6,199.3,144.7,916.2,59.2,1294.0,2452.0,91.9,2341.8,106.4,140.3,188.8,16083.5,230.7,770.0,357.9,409.0,956.3,515.7,64.9,108.0,124.1,6976.2,67.4,8.0,95.9,35.0,57.1,546.8,165.6,161.0,763.5,586.2,1689.1,59.3,5941.5,341.3,3251.8,1891.8,2055.7,529.1,33.1,23.9,160.3,80.6,637.4,5753.5,120.3,1791.9,2681.4,88.5,171.9,858.5,2058.2,60.0,10492.8,14612.4,759.1,8439.1,94.8,731.4,2988.4,1583.0,315.6,297.9,98.5,448.7,914.2,-11.2,16.8,124.8
3,805.6,1065.8,736.0,559.9,895.2,504.6,931.6,318.6,405.1,799.8,1961.2,2323.0,848.9,445.6,1211.6,871.7,610.7,344.2,1409.3,220.7,156.1,369.4,383.9,558.1,2203.9,3413.8,33.6,471.4,139.0,31.9,459.9,1729.1,363.3,25.4,1504.6,1536.1,173.4,1760.2,490.2,438.6,996.4,4063.9,699.1,365.8,146.4,738.4,658.2,1444.3,124.9,772.6,219.2,3681.5,1382.4,525.1,138.1,368.4,268.7,95.2,77.7,169.9,1581.9,643.7,2501.7,921.1,2845.4,94.7,716.2,746.9,1245.5,724.8,17.5,1068.4,52.9,179.7,449.7,3039.6,251.7,945.3,510.3,134.0,254.6,1244.7,1494.1,243.0,5245.2,3693.0,3124.0,4555.6,50.8,175.8,2400.3,1128.7,345.4,248.8,256.0,608.7,1867.8,123.3,104.8,159.7
4,62.0,410.0,1171.5,22.3,7.7,358.1,11.7,39.5,161.6,80.9,52.1,878.9,551.3,18.9,350.6,1570.3,84.3,30.4,109.1,71.0,2.5,167.4,674.9,-3.0,830.8,124.9,107.0,233.8,51.7,37.8,142.1,254.3,338.7,32.4,1109.7,3801.8,28.6,2446.5,22.5,124.3,186.2,6298.2,127.3,927.3,222.0,445.7,281.9,320.2,1.7,29.3,27.0,4143.2,-0.5,-17.5,85.5,40.0,83.3,33.0,32.5,331.9,47.7,532.5,474.2,-77.7,2912.7,84.5,941.4,625.7,1011.6,205.5,11.5,21.5,240.2,86.9,341.0,3285.4,-9.7,2050.0,999.7,18.8,159.8,1102.3,559.9,40.2,5255.9,5775.7,106.2,4955.3,190.3,234.2,1544.8,1834.7,219.8,172.2,283.7,1141.7,515.4,7.1,-26.9,-0.3
5,748.0,1385.0,1031.6,625.7,816.8,979.0,783.9,224.9,705.2,588.0,1839.5,2847.6,887.3,1136.4,556.8,1558.2,115.7,81.3,172.5,181.7,217.8,363.4,548.6,254.2,906.3,1095.5,39.6,508.4,184.0,320.1,341.7,414.1,377.8,100.9,1784.6,2026.5,228.3,1081.9,108.0,418.7,228.4,4968.8,61.5,788.3,193.7,850.9,985.8,959.0,215.7,300.8,39.9,2574.5,986.9,69.6,114.9,133.8,110.6,1191.0,222.3,186.7,447.4,636.0,1086.2,213.1,3019.6,320.7,392.4,497.3,1281.8,539.8,61.3,134.4,69.0,146.7,453.6,2963.1,37.7,1246.2,357.0,42.2,172.7,1252.6,1178.6,135.3,4613.8,4736.7,624.8,3312.5,47.0,486.4,1362.0,1305.5,498.0,184.9,664.5,814.8,179.0,25.9,60.1,163.6
6,609.4,2340.6,602.8,741.2,973.0,1599.8,702.3,257.9,493.9,1179.3,1647.3,3819.4,867.1,856.5,951.4,1676.0,275.1,205.2,1015.9,137.0,277.4,282.1,306.9,155.4,4979.4,1590.5,48.9,1112.9,228.7,166.3,296.4,378.3,175.3,158.4,1271.1,2081.2,47.7,3044.0,576.3,553.5,1196.7,9846.5,689.1,604.7,222.1,1605.3,375.8,1356.2,166.4,1139.6,230.5,9850.5,202.5,253.7,111.4,184.3,217.2,51.0,87.0,180.2,1124.1,661.6,2757.0,104.2,5044.3,552.7,1907.4,1274.7,1137.2,570.1,-0.1,1405.0,137.7,103.1,449.9,4101.1,347.3,1435.5,1830.5,74.2,153.6,976.9,1686.9,318.2,10675.6,8425.1,1991.1,12293.0,129.8,118.2,4664.4,1412.5,265.8,392.2,378.6,473.7,1971.0,267.2,100.5,77.4
7,598.3,952.0,538.6,467.8,557.4,911.4,356.2,162.2,369.8,1613.7,2244.9,2802.1,918.7,1152.8,1721.2,1235.4,830.4,55.1,1976.3,119.6,195.1,397.0,386.8,320.1,2816.5,2426.0,16.9,441.8,209.4,148.3,381.1,2208.9,356.2,130.0,1366.1,3727.0,-14.3,1552.7,138.7,562.7,36.0,4878.1,80.9,433.3,202.5,798.8,614.1,1209.6,81.9,845.0,725.8,3929.4,612.2,495.3,129.7,442.5,118.8,342.3,74.7,179.6,385.9,615.4,2697.3,361.2,2688.5,401.2,1213.1,1659.2,1299.4,1356.6,674.2,1527.9,244.7,64.7,317.4,3018.3,171.2,2876.3,1224.8,29.9,191.6,1519.0,2226.1,196.3,4966.2,4649.0,3013.1,4887.2,158.5,692.8,3940.9,1236.1,328.9,605.9,251.5,1368.4,836.8,151.0,18.3,164.5
8,1126.4,1633.2,1331.2,714.8,1187.1,1431.4,571.9,205.3,461.8,1022.3,2743.3,2825.1,997.6,1130.5,1888.2,1543.3,637.5,221.1,1877.4,157.5,431.7,381.3,483.4,292.8,2882.1,2705.1,51.0,735.0,217.8,148.6,359.1,2196.4,226.3,163.7,1588.4,3393.1,163.0,1328.6,274.8,620.4,545.0,4802.2,258.2,955.2,259.9,1170.0,667.2,2430.0,105.8,1338.8,501.1,4103.6,369.6,597.3,99.8,390.6,113.6,91.9,88.9,195.8,476.8,691.4,2766.9,721.0,2642.1,682.3,2368.3,1678.9,969.7,1004.7,7.7,1569.5,209.1,88.3,472.2,2915.5,410.1,2497.6,2203.8,104.9,249.1,1613.7,1341.4,407.1,4687.7,4605.9,3583.6,5096.3,191.7,356.4,4182.7,1781.1,317.1,442.5,876.8,316.8,1271.4,432.3,34.1,124.7
9,648.9,1633.3,842.9,923.2,600.4,1368.2,895.2,168.5,634.8,1021.5,1487.7,2740.8,769.5,565.3,1116.0,1839.8,223.8,425.6,1199.0,156.2,290.9,354.6,701.3,399.0,1866.6,1050.1,11.4,679.2,173.9,232.7,305.1,1854.3,394.6,138.6,1875.5,3722.1,97.0,1899.2,119.9,475.2,715.9,5481.4,176.4,693.2,389.3,960.6,919.1,1478.2,106.6,883.3,145.5,3346.8,782.5,246.6,74.1,131.7,129.1,79.6,44.7,428.4,306.5,946.1,2031.9,519.3,2898.4,530.0,578.4,905.6,1050.9,1067.8,31.6,1312.8,283.9,123.5,252.1,2733.3,305.6,2797.5,543.1,159.3,177.8,1080.5,662.9,331.3,4089.8,5144.4,1564.7,4111.6,202.7,233.4,3192.0,1308.6,183.8,256.0,366.7,1272.8,199.8,286.1,92.4,45.0
10,517.7,1899.4,1338.9,288.3,861.2,270.3,651.9,125.1,208.0,610.0,2852.5,1400.5,592.5,1612.0,1354.3,1969.6,893.9,218.3,144.5,245.0,82.2,354.0,1355.2,255.1,1472.1,1598.6,10.3,542.8,33.8,278.6,287.9,402.0,708.1,98.0,2141.0,3128.8,286.1,2030.6,128.6,138.2,117.2,9525.9,131.4,688.3,265.5,781.4,1284.5,1271.0,253.2,1947.9,514.6,6550.6,133.5,87.6,129.8,84.0,95.2,915.9,125.2,164.8,957.7,1412.2,1691.3,347.8,3990.7,74.9,375.8,1637.2,1431.4,416.5,502.7,475.1,176.2,69.2,315.6,4411.6,50.6,1815.2,282.9,125.4,166.7,1317.7,1258.4,79.6,7502.6,9439.4,553.4,7590.4,150.4,82.5,6225.8,2615.5,540.3,422.4,248.6,622.7,1089.6,2.6,19.5,98.5
11,460.3,311.9,866.3,675.0,425.7,767.2,516.8,172.1,491.0,762.1,963.4,2518.2,577.0,1177.9,1218.4,666.7,517.4,219.5,96.5,274.0,154.3,257.0,391.9,73.0,904.9,1419.4,80.1,341.4,149.6,145.7,169.2,440.8,516.1,172.4,1434.0,2115.7,-8.7,1111.3,304.0,201.0,96.0,4384.2,207.9,558.8,149.7,435.7,536.8,543.9,180.5,434.3,330.0,3427.4,1105.0,-16.7,102.9,108.6,165.3,323.3,213.1,314.2,1700.9,948.6,1933.4,-46.9,2007.5,900.6,1014.7,1316.2,1466.9,450.6,125.4,98.2,64.8,78.7,508.7,2552.6,103.2,1772.8,870.8,84.4,625.2,973.6,1678.4,330.0,5598.0,3974.6,248.4,4139.3,38.0,283.0,3060.3,1451.3,337.2,619.0,552.0,361.0,743.8,72.3,85.1,102.5
12,622.8,1821.2,1641.7,1118.5,1058.7,1324.4,1337.6,109.6,369.1,475.0,2110.8,2242.2,405.2,780.3,1213.2,1992.1,531.6,1035.0,580.4,145.6,193.1,195.2,914.2,228.5,3043.2,21.0,85.0,234.2,111.8,439.6,161.4,1663.0,255.2,149.1,1708.4,1639.1,160.7,2945.5,222.0,264.6,121.7,9309.6,92.8,1365.6,326.2,500.4,965.9,1342.5,134.5,208.0,256.8,6778.0,241.4,173.2,74.2,334.2,145.7,894.7,135.4,299.6,1750.3,704.2,2029.7,342.8,7281.6,168.3,1465.0,1611.9,1020.3,262.9,144.8,1074.7,205.1,63.6,656.5,4770.1,11.5,1200.9,1312.8,344.4,309.6,835.7,1024.8,78.9,9261.1,8657.6,159.6,7601.8,138.8,247.3,4124.7,1289.1,286.5,433.1,344.2,589.2,710.4,148.7,70.8,95.8
13,687.7,1499.5,776.7,781.3,825.4,1370.7,375.7,107.5,185.6,681.4,1624.1,3723.3,535.3,198.8,2393.8,2699.0,704.0,425.5,2127.0,86.2,302.3,255.1,711.8,239.8,3201.5,5288.2,169.3,311.3,82.4,157.4,756.8,3180.7,636.3,179.9,1452.6,3915.6,22.4,1347.8,226.6,317.1,1358.9,13111.5,243.0,670.1,200.8,493.3,237.3,994.8,76.8,142.7,274.6,16838.2,1634.4,600.6,253.6,297.0,208.7,86.2,89.8,215.1,225.5,282.6,2679.5,1014.0,5923.7,1187.9,1230.7,2452.9,2719.1,431.7,238.3,668.4,158.2,137.5,501.8,4917.1,147.2,1849.2,673.4,393.3,420.3,1444.2,2868.1,65.2,24239.0,11435.0,3345.8,20580.7,17.9,215.9,10753.8,4973.4,420.4,478.9,482.4,730.7,539.7,474.8,38.2,76.1
14,355.0,1041.8,460.5,327.6,672.3,628.9,248.6,9.5,245.6,394.9,526.3,1303.6,382.9,1090.3,911.1,3468.5,344.9,576.0,467.0,229.6,29.0,376.7,748.9,29.0,1245.1,1812.2,49.3,331.8,96.5,386.4,731.0,772.7,1385.2,152.7,1375.7,7471.8,179.6,2153.6,167.1,106.5,521.4,18799.6,361.9,444.3,241.4,532.1,146.7,377.0,85.5,320.2,-1.6,13883.1,1135.1,33.3,150.2,152.9,379.5,687.9,245.5,172.8,511.9,321.0,1055.7,124.2,8451.9,623.7,2613.2,3435.0,2711.2,387.0,653.2,105.2,80.8,51.3,392.0,8169.7,21.5,3419.0,1416.8,277.3,202.2,1208.9,2617.1,55.1,18332.4,16985.7,363.6,16810.5,21.5,483.1,10801.3,7350.9,453.1,579.8,391.5,246.2,379.9,210.2,-110.7,25.6
15,1015.0,1953.4,1345.1,523.3,1360.8,684.1,728.7,343.0,384.9,1404.0,2307.3,6610.4,978.4,1531.8,1893.9,2164.5,1359.0,424.1,2637.7,208.7,265.8,497.7,228.4,637.9,5174.8,1445.0,3.5,328.5,161.4,47.7,607.5,1420.9,450.5,210.0,2089.1,4473.2,337.1,1740.6,405.8,368.2,57.3,8286.0,594.0,902.7,386.3,621.9,1111.2,3319.9,304.5,2476.9,654.5,8212.5,179.0,348.8,135.6,72.1,254.1,134.1,274.2,192.5,1046.7,631.6,3329.2,688.7,5788.1,67.8,2775.3,2821.2,5241.8,684.4,16.7,2279.5,127.4,131.1,606.4,4256.9,342.4,1470.1,2561.8,235.0,600.5,2214.4,2680.7,268.7,12329.1,7551.1,4148.5,9808.2,35.8,85.9,2997.2,2904.9,355.2,404.6,337.3,811.7,1833.0,472.5,51.8,52.0
